age,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality,gaming_intensity_index,online_social_ratio,gaming_screen_share,mental_burden_index,gender_Female,gender_Male,gender_Other
46.0,88268.0,3.2,26.0,5.0,5.57,0.68,0.15,4.0,6.31,6.75,7.29,7.87,64.47,64.1,1.76,0.67,0.41,0.65,0.36,0.32,5.69,47.0,320.0,1.45,5.0,0.0,681.24,6.0,7.01,5.1,1.84,24.55,4.18,2.79,5.76,78.0,3.0,3.0985714285714288,6.666666666666667,0.7655500560885034,5.6866666666666665,1,0,0
22.0,131522.0,9.04,12.0,2.0,7.24,0.26,0.35,9.0,3.19,9.66,9.04,4.32,67.82,99.86,5.67,0.43,0.09,0.52,0.96,0.28,2.62,2.0,268.0,4.47,4.0,0.0,186.14,6.0,1.83,6.31,1.43,28.82,9.95,10.0,2.79,47.0,10.0,6.83142857142857,89.33333333333333,0.908542622257023,7.283333333333334,0,1,0
48.0,77675.0,5.21,28.0,12.0,7.22,1.35,0.5,3.0,1.28,5.41,7.41,6.81,86.86,47.05,3.89,0.65,0.31,0.32,0.59,0.85,8.57,29.0,153.0,4.18,6.0,1.0,569.65,5.0,5.83,5.81,8.74,24.15,6.27,7.47,4.76,97.0,2.0,4.945714285714287,5.1,0.8309408563092734,3.2300000000000004,1,0,0
26.0,56499.0,0.72,14.0,13.0,9.33,2.29,5.17,2.0,5.22,5.23,6.12,3.75,67.65,60.8,1.38,0.41,0.46,0.6,0.73,0.72,7.49,9.0,271.0,1.25,7.0,1.0,30.65,9.0,4.73,5.3,4.52,21.09,5.4,2.19,9.93,21.0,7.0,1.5842857142857143,27.1,0.13333330864197987,4.1499999999999995,0,1,0
43.0,145479.0,2.45,17.0,21.0,8.11,2.47,1.52,8.0,2.77,5.34,7.19,9.21,78.4,81.64,0.83,0.48,0.36,0.47,0.49,0.65,6.18,30.0,466.0,0.95,8.0,1.0,560.52,6.0,5.67,5.69,6.28,22.37,4.98,10.0,0.25,6.0,3.0,2.632857142857143,15.03225806451613,0.49196777269723435,5.37,1,0,0
27.0,144191.0,2.71,2.0,22.0,8.04,5.06,0.43,3.0,4.11,0.08,3.36,8.49,51.05,39.8,3.23,0.58,0.34,0.19,0.34,0.24,12.12,40.0,278.0,2.31,9.0,0.0,41.57,0.0,4.2,3.43,4.91,23.13,10.7,6.01,0.59,95.0,4.0,3.6671428571428573,6.780487804878049,0.2532710043671959,2.396666666666667,0,1,0
20.0,8408.0,3.01,34.0,15.0,6.3,2.51,0.18,9.0,0.64,5.21,5.45,1.78,59.52,55.69,2.46,0.58,0.43,0.39,0.91,0.64,7.6,41.0,258.0,2.92,0.0,0.0,286.11,2.0,6.42,7.02,6.33,27.52,4.58,4.21,0.59,52.0,7.0,3.2357142857142853,6.142857142857143,0.6572050966801098,4.95,1,0,0
26.0,64034.0,1.57,8.0,2.0,7.47,2.9,2.92,4.0,6.38,0.0,6.77,7.37,79.55,68.88,2.64,0.3,0.16,0.38,0.37,0.77,1.75,17.0,146.0,1.35,5.0,0.0,626.91,5.0,7.75,0.73,7.01,24.84,3.98,4.85,6.26,3.0,4.0,1.3714285714285717,8.11111111111111,0.3944722626954114,3.4599999999999995,1,0,0
35.0,92892.0,4.42,25.0,23.0,8.24,2.59,4.87,4.0,7.17,6.64,7.61,4.85,54.49,79.76,3.26,0.43,0.19,0.35,0.22,0.83,9.26,14.0,217.0,0.63,0.0,0.0,441.1,7.0,6.8,5.69,3.25,25.32,8.79,6.42,4.4,62.0,8.0,4.4799999999999995,14.466666666666667,0.5028440838630167,5.9366666666666665,0,1,0
52.0,72602.0,5.85,28.0,13.0,5.32,1.86,5.17,10.0,3.42,7.78,4.51,3.02,65.64,96.14,2.92,0.54,0.27,0.78,0.24,0.09,2.4,15.0,121.0,2.53,10.0,0.0,523.11,5.0,2.94,6.56,4.78,20.19,6.47,6.39,3.87,47.0,3.0,4.521428571428571,7.5625,0.9041729668975321,7.066666666666666,0,1,0
33.0,8648.0,3.37,15.0,21.0,7.52,2.45,2.32,2.0,8.19,3.03,0.31,4.18,100.0,58.9,1.3,0.5,0.14,0.31,0.23,0.76,7.04,32.0,48.0,3.31,0.0,0.0,1187.8,2.0,6.96,5.27,8.61,23.4,5.75,3.88,2.93,11.0,9.0,3.412857142857143,1.4545454545454546,0.5860868545935906,4.406666666666666,0,1,0
28.0,77338.0,8.06,4.0,17.0,9.94,0.84,1.47,9.0,4.79,6.38,7.08,6.69,44.62,91.3,5.94,0.7,0.39,0.66,0.24,0.33,10.57,13.0,472.0,0.77,5.0,0.0,1070.87,5.0,4.41,5.53,9.52,24.75,12.17,4.66,3.25,18.0,6.0,7.267142857142858,33.714285714285715,0.662284251250267,6.723333333333334,0,1,0
57.0,100230.0,5.21,27.0,16.0,7.98,1.15,0.45,10.0,6.94,5.99,8.5,6.78,84.53,79.49,2.82,0.4,0.32,0.16,0.81,0.24,8.41,4.0,229.0,2.24,8.0,0.0,960.53,6.0,4.13,5.2,6.6,21.5,8.95,4.99,3.17,24.0,10.0,4.922857142857143,45.8,0.5821228399862749,7.6433333333333335,1,0,0
30.0,79206.0,0.67,19.0,18.0,8.08,2.88,0.25,6.0,7.05,10.0,9.1,10.0,62.42,62.81,1.72,0.77,0.51,0.69,0.32,0.42,9.83,22.0,7.0,2.48,1.0,0.0,506.9,7.0,7.69,10.0,7.42,23.12,1.66,3.85,1.61,5.0,10.0,1.8828571428571428,0.30434782608695654,0.4036142146902322,7.683333333333334,1,0,0
59.0,113726.0,0.48,13.0,15.0,7.79,1.66,0.79,4.0,2.65,6.37,5.97,5.39,56.9,71.45,0.0,0.58,0.2,0.3,0.14,0.4,3.38,39.0,326.0,3.55,4.0,1.0,17.16,1.0,10.0,6.54,7.64,27.44,1.66,5.29,5.76,51.0,9.0,0.8257142857142856,8.15,0.28915645231539017,4.34,1,0,0
36.0,101810.0,1.23,20.0,9.0,7.76,1.14,1.82,8.0,3.09,8.31,6.47,5.67,68.66,75.8,3.01,0.16,0.25,0.5,0.16,0.06,2.13,25.0,30.0,0.34,5.0,0.0,162.83,5.0,4.81,6.49,3.0,30.48,3.72,2.27,0.0,5.0,9.0,1.182857142857143,1.1538461538461537,0.33064507240723856,6.466666666666666,0,1,0
38.0,98692.0,13.22,14.0,24.0,3.96,4.67,0.46,1.0,3.98,8.71,7.35,5.27,64.41,63.29,8.83,0.4,0.43,0.31,0.75,0.33,7.67,47.0,18.0,0.66,7.0,0.0,135.57,8.0,1.63,2.85,8.07,27.19,18.16,4.4,2.92,48.0,3.0,10.53857142857143,0.375,0.7279735281952903,4.5633333333333335,1,0,0
37.0,10601.0,3.53,35.0,3.0,8.96,0.24,1.53,9.0,4.78,2.6,5.01,6.23,81.05,54.11,2.72,0.22,0.63,0.02,0.24,0.56,3.66,20.0,428.0,1.04,6.0,0.0,86.42,5.0,7.61,6.38,2.69,20.16,7.85,5.61,3.94,99.0,1.0,3.044285714285714,20.38095238095238,0.4496814713781565,5.460000000000001,1,0,0
57.0,40857.0,6.51,16.0,0.0,5.9,1.38,0.84,6.0,2.02,8.13,7.22,5.35,67.34,63.05,5.9,0.74,0.4,0.17,0.8,0.48,11.75,19.0,219.0,0.63,0.0,1.0,961.76,3.0,0.17,3.56,6.1,20.42,6.68,6.36,3.67,86.0,8.0,6.328571428571428,10.95,0.9745507523127617,5.383333333333333,0,1,0
53.0,28516.0,11.18,10.0,17.0,7.6,0.06,0.18,3.0,3.19,5.52,4.83,6.11,64.85,68.24,7.79,0.39,0.06,0.13,0.62,0.65,3.38,9.0,220.0,1.92,0.0,0.0,30.88,3.0,5.64,6.31,6.81,26.29,14.14,4.42,4.18,26.0,8.0,8.468571428571428,22.0,0.7906647248469078,3.903333333333333,1,0,0
41.0,36352.0,5.05,31.0,16.0,10.37,0.97,1.82,8.0,6.63,8.33,7.96,4.28,85.75,73.95,2.73,0.04,0.09,0.14,0.87,0.97,11.48,2.0,109.0,0.66,4.0,1.0,418.59,8.0,2.35,9.87,5.58,23.78,8.99,6.75,4.26,76.0,4.0,5.247142857142857,36.333333333333336,0.561735198917108,7.653333333333333,0,1,0
27.0,141662.0,2.65,18.0,20.0,8.68,0.43,1.9,2.0,6.51,5.6,5.62,8.59,66.41,59.42,2.74,0.42,0.09,0.87,0.73,0.65,2.63,15.0,472.0,0.82,10.0,0.0,443.83,9.0,4.71,0.88,6.81,22.75,9.72,3.52,5.68,79.0,10.0,2.2685714285714282,29.5,0.27263371680723075,4.703333333333333,1,0,0
57.0,8118.0,9.92,37.0,5.0,6.51,0.35,6.79,10.0,2.76,5.15,6.79,7.49,68.45,70.17,5.17,0.13,0.58,0.29,0.86,0.59,7.74,4.0,196.0,0.97,1.0,1.0,1226.34,2.0,4.97,5.09,7.35,25.0,16.81,5.11,3.32,57.0,1.0,8.191428571428572,39.2,0.5901248905339149,5.97,1,0,0
13.0,91668.0,5.14,29.0,10.0,6.64,0.76,3.78,1.0,4.83,6.39,4.43,6.51,38.23,38.47,3.28,0.33,0.37,0.14,0.77,0.42,6.16,41.0,323.0,1.15,9.0,0.0,525.4,0.0,4.46,5.26,7.42,27.94,10.89,6.6,4.4,86.0,3.0,4.551428571428572,7.690476190476191,0.4719926104689981,4.073333333333333,0,1,0
37.0,69542.0,3.52,24.0,3.0,5.74,1.94,0.05,4.0,3.43,8.83,5.51,7.18,77.69,79.36,1.25,0.87,0.18,0.81,0.53,0.8,13.91,23.0,447.0,0.35,8.0,1.0,621.29,10.0,1.3,5.23,1.54,25.06,8.05,5.97,3.87,6.0,9.0,4.501428571428572,18.625,0.4372670264264564,5.419999999999999,0,1,0
19.0,24868.0,0.44,2.0,11.0,8.62,1.58,2.93,2.0,4.52,2.72,7.08,6.57,51.26,73.27,0.67,0.1,0.25,0.23,0.29,0.88,6.3,40.0,192.0,1.83,8.0,1.0,419.26,8.0,5.0,5.69,2.93,28.83,4.49,3.76,4.31,99.0,9.0,1.2142857142857142,4.682926829268292,0.09799552383173188,3.08,1,0,0
21.0,147960.0,13.450699999999996,12.0,20.0,9.59,3.21,0.44,10.0,6.63,1.54,10.0,4.91,81.97,88.43,10.0,0.34,0.33,0.69,0.77,0.88,3.59,11.0,458.0,0.47,3.0,1.0,2241.97,2.0,3.6,6.72,8.14,17.82,19.66,4.18,4.32,22.0,8.0,10.120499999999996,38.166666666666664,0.6841657841217809,6.0566666666666675,1,0,0
36.0,11159.0,1.64,17.0,3.0,8.86,2.22,0.29,5.0,4.41,7.74,4.28,3.81,91.6,66.26,1.48,0.76,0.2,0.33,0.17,0.26,4.39,30.0,323.0,0.78,6.0,0.0,269.51,7.0,9.52,4.6,1.45,19.98,5.63,6.22,5.47,78.0,10.0,1.7985714285714285,10.419354838709678,0.29129657348195853,5.716666666666666,0,1,0
13.0,144530.0,5.85,13.0,9.0,7.9,0.77,0.53,2.0,6.39,6.14,3.17,6.44,100.0,67.71,4.77,0.53,0.39,0.52,0.55,0.47,1.26,47.0,481.0,0.26,1.0,1.0,1221.33,8.0,6.8,3.7,8.91,31.35,8.77,6.75,5.78,36.0,7.0,4.3585714285714285,10.020833333333334,0.6670466742250087,4.843333333333333,0,1,0
56.0,90573.0,2.09,13.0,8.0,5.86,0.42,1.53,5.0,3.41,7.78,9.3,9.15,72.13,75.48,1.07,0.72,0.46,0.65,0.47,0.65,5.26,6.0,176.0,0.72,0.0,0.0,187.18,9.0,7.14,4.42,7.88,29.71,9.29,3.56,3.86,2.0,5.0,2.244285714285714,25.142857142857142,0.22497306512668838,5.396666666666667,1,0,0
20.0,136522.0,2.12,16.0,13.0,6.4,1.97,2.24,8.0,8.69,8.85,4.68,8.15,72.6,79.94,3.48,0.7,0.1,0.43,0.57,0.56,5.5,43.0,76.0,2.33,4.0,1.0,141.5,5.0,5.16,2.48,5.41,24.84,8.06,4.3,4.74,18.0,7.0,2.3000000000000003,1.7272727272727273,0.2630272626517044,8.513333333333334,1,0,0
36.0,15786.0,6.46,5.0,17.0,6.57,2.69,0.27,3.0,6.75,6.5,5.93,7.53,85.47,58.47,4.52,0.69,0.16,0.82,0.45,0.43,9.16,10.0,63.0,0.56,7.0,0.0,5.1298,4.0,3.52,2.45,4.53,25.91,12.1,4.94,6.19,29.0,9.0,5.922857142857142,5.7272727272727275,0.5338842533979956,5.416666666666667,1,0,0
23.0,84350.0,2.7,1.0,4.0,9.27,1.54,4.09,5.0,6.99,7.09,6.33,5.38,62.33,48.41,2.7,0.66,0.27,0.18,0.25,0.18,10.43,29.0,428.0,2.64,2.0,1.0,210.8,5.0,2.99,3.06,4.13,28.62,13.84,6.32,5.83,65.0,5.0,3.4185714285714286,14.266666666666667,0.195086691106453,6.359999999999999,1,0,0
29.0,117936.0,0.58,1.0,1.0,9.69,2.48,1.85,5.0,4.59,1.9,6.64,5.23,75.17,49.37,0.0,0.56,0.43,0.32,0.43,0.39,4.66,48.0,158.0,1.03,0.0,1.0,199.86,0.0,2.05,6.6,5.75,21.3,7.26,6.79,3.25,82.0,8.0,1.08,3.2244897959183674,0.07988979615843028,3.83,0,1,0
20.0,47144.0,6.29,2.0,20.0,4.73,4.67,3.12,6.0,4.76,7.01,7.47,5.87,95.83,69.27,4.82,0.64,0.23,0.4,0.61,0.58,16.53,40.0,243.0,1.5,9.0,0.0,603.84,1.0,4.85,3.36,8.49,19.9,9.94,5.95,6.47,62.0,10.0,6.854285714285715,5.926829268292683,0.6327967170224632,5.923333333333333,0,1,0
47.0,75186.0,7.94,6.0,23.0,7.28,1.73,1.05,7.0,5.06,4.65,2.33,6.57,55.46,77.56,5.99,0.28,0.26,0.46,0.61,0.67,1.14,23.0,368.0,2.48,0.0,1.0,72.15,7.0,4.93,5.91,7.12,23.12,9.5,7.33,4.98,97.0,8.0,5.8342857142857145,15.333333333333334,0.8357893857063805,5.57,0,1,0
47.0,33914.0,13.450699999999996,3.0,0.0,9.49,1.25,4.46,7.0,6.5,3.4,3.28,4.98,85.19,59.66,10.0,0.46,0.31,0.36,0.7,0.79,4.51,19.0,135.0,1.09,0.0,1.0,122.12,7.0,4.27,2.49,6.71,21.19,19.66,2.53,0.0,11.0,9.0,10.251928571428568,6.75,0.6841657841217809,5.633333333333333,0,1,0
45.0,58475.0,3.79,34.0,22.0,4.85,3.05,1.12,10.0,4.68,5.23,1.89,6.43,85.97,52.74,1.0,0.8,0.4,0.47,0.25,0.12,2.55,32.0,146.0,2.01,2.0,0.0,1463.32,7.0,6.05,5.46,5.15,27.68,4.99,4.54,8.7,24.0,10.0,3.0714285714285716,4.424242424242424,0.7595188858679587,6.636666666666667,1,0,0
17.0,125597.0,1.27,3.0,8.0,6.71,0.27,1.74,4.0,0.85,5.41,3.8,10.0,34.67,61.07,0.92,0.66,0.23,0.61,0.56,0.89,10.71,33.0,93.0,1.8,9.0,0.0,32.08,10.0,5.36,2.55,6.57,29.07,3.17,1.64,2.49,71.0,5.0,2.4371428571428573,2.735294117647059,0.40063078844454625,3.42,0,1,0
54.0,149612.0,4.91,29.0,18.0,7.37,0.08,1.48,7.0,5.77,7.56,6.13,3.78,90.05,57.29,3.87,0.08,0.18,0.17,0.44,0.96,7.44,3.0,370.0,1.19,1.0,1.0,289.99,7.0,2.56,5.62,5.12,30.0,12.42,4.85,2.54,79.0,3.0,4.57,92.5,0.3953300808912979,6.776666666666666,0,0,1
51.0,74611.0,0.58,4.0,21.0,6.55,1.13,0.07,10.0,2.88,4.09,3.2,7.69,59.45,98.72,0.0,0.75,0.34,0.8,0.46,0.52,4.96,35.0,184.0,1.0,6.0,1.0,2053.41,2.0,1.07,5.7,5.66,24.51,2.0,4.29,4.13,89.0,1.0,1.1228571428571428,5.111111111111111,0.28999985500007247,5.656666666666666,1,0,0
53.0,81545.0,6.09,11.0,20.0,8.02,0.48,0.79,9.0,4.36,7.05,6.89,3.79,43.77,70.55,2.82,0.74,0.43,0.16,0.83,0.78,1.04,44.0,477.0,1.39,5.0,0.0,193.89,5.0,3.28,6.77,6.24,25.99,8.09,4.14,4.3,37.0,9.0,4.498571428571428,10.6,0.7527811183212463,6.803333333333334,1,0,0
40.0,135288.0,1.37,2.0,7.0,6.48,0.46,2.49,8.0,9.54,5.54,7.69,4.52,77.56,50.52,1.58,0.71,0.2,0.33,0.56,0.73,4.68,42.0,489.0,0.36,9.0,1.0,39.37,9.0,3.32,5.46,8.59,20.13,2.99,7.64,1.0,96.0,5.0,1.6471428571428572,11.372093023255815,0.4581938266910278,7.6933333333333325,1,0,0
19.0,119548.0,2.22,35.0,20.0,7.14,0.69,0.72,3.0,5.17,2.01,4.93,8.72,89.2,58.79,1.25,0.25,0.23,0.18,0.68,0.85,5.33,46.0,247.0,4.31,9.0,1.0,145.5,5.0,3.01,0.45,6.72,24.33,9.24,4.29,6.66,26.0,7.0,2.347142857142857,5.25531914893617,0.24025971425760673,3.393333333333333,1,0,0
21.0,118382.0,3.72,39.0,9.0,5.24,2.27,2.31,5.0,6.58,0.84,6.96,6.38,71.83,64.75,3.35,0.41,0.13,0.16,0.33,0.85,2.2,17.0,15.0,1.48,10.0,0.0,193.59,7.0,3.88,2.99,6.11,25.55,16.26,4.95,4.06,78.0,10.0,2.9714285714285715,0.8333333333333334,0.22878227375262766,4.14,0,1,0
20.0,26278.0,3.37,33.0,24.0,4.57,8.58,0.44,3.0,7.57,1.81,7.97,6.73,79.27,62.23,1.96,0.22,0.39,0.47,0.69,0.11,17.29,13.0,4.0,1.19,6.0,0.0,66.78,3.0,4.79,3.38,2.49,20.14,7.58,7.22,8.62,74.0,7.0,4.877142857142857,0.2857142857142857,0.44459097037058437,4.126666666666667,1,0,0
24.0,107914.0,3.78,5.0,8.0,5.34,3.09,0.33,3.0,4.54,4.62,4.76,6.53,57.05,46.86,1.8,0.21,0.41,0.02,0.78,0.05,4.56,18.0,200.0,1.65,0.0,1.0,143.06,6.0,4.29,0.0,4.7,22.27,9.34,5.5,4.75,25.0,5.0,3.351428571428571,10.526315789473685,0.4047108774399489,4.053333333333334,1,0,0
46.0,49119.0,4.69,28.0,22.0,9.13,0.34,2.85,1.0,2.86,5.86,5.75,7.11,67.31,68.63,3.49,0.33,0.27,0.41,0.71,0.86,1.74,19.0,337.0,0.75,9.0,1.0,138.66,8.0,0.33,1.28,5.17,28.58,7.57,5.61,4.78,22.0,2.0,3.5985714285714288,16.85,0.6195507768096729,3.24,1,0,0
45.0,43354.0,1.12,13.0,2.0,9.98,7.81,1.41,8.0,4.51,6.66,7.48,8.31,79.28,74.98,0.0,0.31,0.29,0.66,0.7,0.46,6.45,44.0,360.0,1.91,0.0,0.0,1056.05,10.0,3.4,5.17,7.33,26.95,4.47,7.9,0.0,21.0,6.0,1.7214285714285715,8.0,0.25055922806281256,6.390000000000001,1,0,0
35.0,58839.0,2.34,30.0,3.0,6.71,1.53,1.61,8.0,4.75,2.03,5.62,6.64,54.72,75.79,2.36,0.67,0.24,0.68,0.36,0.12,3.4,47.0,461.0,2.98,3.0,1.0,906.31,3.0,7.47,2.07,5.14,17.88,3.1,4.43,4.36,27.0,3.0,2.157142857142857,9.604166666666666,0.7548384661811398,4.926666666666667,0,1,0
36.0,5042.0,2.96,35.0,19.0,6.28,4.42,2.09,6.0,5.06,8.57,7.51,3.37,94.03,99.88,3.73,0.96,0.12,0.59,0.97,0.13,2.46,40.0,79.0,2.3,10.0,0.0,1310.97,2.0,4.14,6.13,6.14,21.44,4.31,7.64,4.07,55.0,10.0,2.4657142857142857,1.9268292682926829,0.6867747826508626,6.543333333333333,1,0,0
49.0,126692.0,0.34,35.0,23.0,6.78,3.88,1.65,8.0,5.73,5.44,8.65,6.5,66.61,68.06,0.0,0.4,0.2,0.42,0.76,0.41,9.94,25.0,156.0,0.4,6.0,0.0,329.16,0.0,4.69,2.79,2.64,24.77,4.52,6.56,4.11,19.0,4.0,1.662857142857143,6.0,0.07522122229618977,6.390000000000001,0,1,0
47.0,65465.0,4.19,10.0,0.0,5.78,0.47,2.12,8.0,0.28,2.79,6.54,4.58,82.79,56.61,1.94,0.63,0.07,0.73,0.57,0.82,3.33,44.0,309.0,1.38,0.0,0.0,815.87,10.0,7.1,1.33,3.96,26.27,11.54,6.44,3.76,56.0,9.0,3.468571428571429,6.866666666666666,0.3630848905472366,3.69,1,0,0
56.0,136998.0,3.82,3.0,17.0,9.47,0.21,0.02,1.0,5.36,2.32,8.04,6.97,82.72,100.0,1.53,0.19,0.18,0.64,0.65,0.84,14.6,15.0,69.0,1.09,1.0,0.0,131.12,5.0,4.39,2.7,1.14,21.91,6.46,1.39,5.35,46.0,7.0,4.814285714285714,4.3125,0.5913311778125111,2.893333333333333,0,1,0
52.0,144766.0,7.72,1.0,4.0,3.3,2.99,0.14,5.0,3.56,6.91,3.51,7.26,88.05,64.73,5.85,0.34,0.17,0.58,0.12,0.26,7.64,27.0,159.0,1.13,6.0,1.0,1822.69,3.0,2.86,10.0,6.59,18.32,11.99,8.3,3.52,28.0,6.0,6.605714285714286,5.678571428571429,0.6438698378757433,5.156666666666667,0,1,0
34.0,35503.0,3.25,2.0,4.0,8.61,0.81,1.33,5.0,3.4,5.96,8.47,10.0,56.32,24.33,2.6,0.33,0.22,0.48,0.89,0.76,6.62,30.0,42.0,1.74,2.0,1.0,38.37,7.0,1.78,5.03,3.2,24.12,7.44,5.26,0.11,6.0,8.0,3.2671428571428573,1.3548387096774193,0.4368278982758201,4.786666666666666,1,0,0
39.0,93273.0,4.9,12.0,18.0,6.79,5.49,0.16,4.0,5.43,3.44,8.18,5.14,56.89,46.01,4.45,0.57,0.19,0.12,0.54,0.55,3.7,35.0,430.0,2.42,5.0,0.0,380.48,10.0,6.79,6.38,3.93,26.44,6.56,5.7,2.78,41.0,10.0,4.0285714285714285,11.944444444444445,0.7469511056476974,4.29,0,0,1
47.0,41094.0,4.81,7.0,3.0,10.47,1.57,3.52,6.0,3.79,2.08,3.01,5.83,78.22,59.27,2.27,0.32,0.32,0.5,0.52,0.54,4.47,14.0,373.0,1.56,8.0,1.0,596.92,4.0,4.7,4.59,6.73,22.49,14.07,9.89,6.91,71.0,10.0,4.074285714285714,24.866666666666667,0.34186209368428616,3.956666666666667,0,1,0
13.0,5540.0,13.450699999999996,30.0,5.0,7.69,0.08,1.08,1.0,0.0,1.12,8.19,4.63,72.1,61.85,10.0,0.52,0.54,0.45,0.96,0.4,4.3,12.0,484.0,2.42,0.0,1.0,280.93,3.0,2.45,10.0,4.88,32.51,19.66,2.1,2.44,8.0,1.0,10.221928571428567,37.23076923076923,0.6841657841217809,0.7066666666666667,1,0,0
47.0,136479.0,1.82,19.0,7.0,7.27,3.41,3.09,9.0,4.34,0.0,7.01,8.59,89.23,94.52,2.77,0.38,0.21,0.49,0.81,0.35,7.51,41.0,246.0,1.86,4.0,1.0,1352.01,8.0,0.52,6.11,7.32,19.21,4.2,3.75,2.79,98.0,8.0,2.3728571428571428,5.857142857142857,0.4333332301587547,4.446666666666666,1,0,0
49.0,71444.0,6.87,6.0,8.0,7.0,0.1,1.75,7.0,2.92,4.22,4.89,7.34,42.33,80.61,6.04,0.83,0.48,0.33,0.6,0.3,5.89,19.0,146.0,0.74,8.0,0.0,452.9,10.0,2.49,6.54,5.76,24.97,12.4,6.18,5.92,70.0,6.0,5.748571428571429,7.3,0.5540322133844989,4.713333333333334,1,0,0
59.0,82259.0,5.09,18.0,10.0,9.0,0.96,3.51,7.0,8.43,4.73,9.86,6.99,57.03,69.07,5.23,0.49,0.46,0.7,0.89,0.21,3.4,23.0,218.0,1.42,10.0,0.0,142.86,5.0,4.66,0.05,6.32,26.69,12.45,6.16,0.0,66.0,7.0,4.121428571428571,9.083333333333334,0.4088353085272845,6.72,1,0,0
26.0,141940.0,4.96,18.0,2.0,6.51,0.66,1.16,3.0,7.65,6.54,5.2,5.17,84.73,70.66,4.88,0.52,0.48,0.63,0.71,0.35,4.39,12.0,216.0,2.08,5.0,0.0,538.65,2.0,2.95,3.09,6.01,33.05,9.03,3.12,0.44,75.0,1.0,4.17,16.615384615384617,0.5492801163587911,5.73,1,0,0
15.0,77705.0,3.48,14.0,23.0,6.01,0.31,1.72,8.0,5.3,5.82,6.89,4.36,80.05,68.02,4.09,0.75,0.32,0.45,0.29,0.73,3.01,32.0,182.0,3.7,2.0,0.0,534.0,2.0,0.0,5.46,5.47,23.97,4.62,5.41,4.83,0.0,1.0,2.915714285714285,5.515151515151516,0.7532465902063658,6.373333333333334,1,0,0
13.0,80853.0,9.53,10.0,2.0,5.9,2.13,2.37,3.0,4.73,0.0,3.51,5.17,63.95,69.88,8.11,0.38,0.38,0.53,0.63,0.36,5.19,13.0,254.0,4.04,9.0,1.0,42.96,6.0,6.66,3.81,4.58,20.82,10.54,6.51,0.92,76.0,1.0,7.548571428571428,18.142857142857142,0.9041744872699728,2.5766666666666667,1,0,0
17.0,28717.0,8.12,12.0,6.0,8.44,0.1,1.0,4.0,3.85,3.53,3.81,7.49,61.95,71.4,7.2,0.54,0.44,0.27,0.88,0.29,13.37,41.0,247.0,3.51,7.0,1.0,157.76,4.0,5.84,2.74,7.02,28.02,12.58,3.7,2.23,99.0,9.0,7.709999999999999,5.880952380952381,0.6454689471010375,3.793333333333333,0,1,0
38.0,62965.0,5.98,37.0,9.0,7.39,0.63,0.19,9.0,3.82,0.66,7.62,7.96,89.78,55.23,3.77,0.38,0.59,0.43,0.47,0.56,2.66,46.0,235.0,0.19,0.0,1.0,152.13,2.0,2.81,5.77,9.96,29.0,10.32,3.75,4.72,38.0,9.0,4.651428571428572,5.0,0.5794573081921214,4.493333333333333,0,1,0
26.0,59808.0,6.0,12.0,0.0,7.7,5.29,4.66,3.0,8.21,5.88,3.33,3.75,72.22,64.18,5.2,0.35,0.26,0.33,0.63,0.48,19.98,47.0,114.0,2.05,5.0,1.0,99.88,8.0,5.93,6.53,6.69,22.17,8.81,3.48,1.34,0.0,2.0,7.140000000000001,2.375,0.6810441905738717,5.696666666666666,1,0,0
51.0,70520.0,8.92,5.0,23.0,8.41,1.48,1.6,5.0,6.07,5.18,9.69,6.25,62.59,74.42,6.86,0.27,0.01,0.74,0.45,0.68,17.74,48.0,395.0,0.66,10.0,1.0,167.99,5.0,3.82,4.44,4.09,20.13,12.25,6.97,4.44,80.0,8.0,8.905714285714286,8.061224489795919,0.7281632058642281,5.416666666666667,1,0,0
39.0,148851.0,3.29,39.0,0.0,6.75,0.45,0.02,8.0,5.33,5.04,7.95,4.55,78.27,63.92,3.56,0.75,0.1,0.18,0.55,0.25,2.51,37.0,352.0,1.47,0.0,1.0,272.42,3.0,1.55,7.09,5.9,32.76,7.86,3.12,4.84,38.0,2.0,2.7085714285714286,9.263157894736842,0.4185750103594134,6.123333333333334,1,0,0
21.0,15008.0,1.79,5.0,18.0,5.49,0.87,4.24,4.0,6.75,5.67,5.54,7.11,76.91,76.11,2.75,0.36,0.35,0.44,0.66,0.27,3.01,42.0,227.0,1.74,0.0,0.0,659.3,9.0,6.24,3.41,5.62,23.85,7.3,3.21,4.16,12.0,6.0,1.7085714285714284,5.27906976744186,0.2452054458622677,5.473333333333334,1,0,0
